"Sales_Order #","Date","Day","Month","Year","Customer_Age","Age_Group","Customer_Gender","Country","State","Product_Category","Sub_Category","Product","Order_Quantity","Unit_Cost","Unit_Price","Profit","Cost","Revenue"
"000261981","44557","27","December","2021","26","Young Adults (25-34)","M","France","Essonne","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261982","44557","27","December","2021","36","Adults (35-64)","F","Germany","Hessen","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261983","44557","27","December","2021","38","Adults (35-64)","M","Australia","Victoria","Bikes","Mountain Bikes","Mountain-200 Silver, 42","1","713","1120","407","713","1120"
"000261984","44557","27","December","2021","41","Adults (35-64)","F","Australia","Victoria","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000261985","44557","27","December","2021","42","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261986","44557","27","December","2021","49","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 52","1","713","1120","407","713","1120"
"000261987","44558","28","December","2021","35","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-350-W Yellow, 48","4","713","1120","1628","2852","4480"
"000261988","44558","28","December","2021","45","Adults (35-64)","F","Australia","Queensland","Bikes","Road Bikes","Road-750 Black, 48","4","713","1120","1628","2852","4480"
"000261989","44558","28","December","2021","19","Youth (<25)","M","Australia","Victoria","Bikes","Mountain Bikes","Mountain-500 Silver, 52","3","713","1120","1221","2139","3360"
"000261990","44558","28","December","2021","31","Young Adults (25-34)","M","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-400-W Silver, 42","3","713","1120","1221","2139","3360"
"000261991","44558","28","December","2021","36","Adults (35-64)","M","Canada","British Columbia","Bikes","Road Bikes","Road-750 Black, 44","3","713","1120","1221","2139","3360"
"000261992","44558","28","December","2021","44","Adults (35-64)","F","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Black, 38","3","713","1120","1221","2139","3360"
"000261993","44558","28","December","2021","30","Young Adults (25-34)","F","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Silver, 38","2","713","1120","814","1426","2240"
"000261994","44558","28","December","2021","34","Young Adults (25-34)","M","Australia","Victoria","Bikes","Mountain Bikes","Mountain-100 Black, 42","1","713","1120","407","713","1120"
"000261995","44558","28","December","2021","39","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261996","44558","28","December","2021","46","Adults (35-64)","M","Germany","Saarland","Bikes","Road Bikes","Road-650 Red, 58","1","713","1120","407","713","1120"
"000261997","44559","29","December","2021","24","Youth (<25)","F","France","Pas de Calais","Bikes","Road Bikes","Road-250 Red, 52","4","713","1120","1628","2852","4480"
"000261998","44559","29","December","2021","23","Youth (<25)","F","Germany","Hessen","Bikes","Road Bikes","Road-250 Red, 48","3","713","1120","1221","2139","3360"
"000261999","44559","29","December","2021","25","Young Adults (25-34)","M","Canada","British Columbia","Bikes","Road Bikes","Road-150 Red, 62","3","713","1120","1221","2139","3360"
"000262000","44559","29","December","2021","26","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-350-W Yellow, 44","3","713","1120","1221","2139","3360"
"000262001","44559","29","December","2021","30","Young Adults (25-34)","M","France","Moselle","Bikes","Road Bikes","Road-550-W Yellow, 38","2","713","1120","814","1426","2240"
"000262002","44559","29","December","2021","43","Adults (35-64)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Silver, 42","2","713","1120","814","1426","2240"
"000262003","44559","29","December","2021","44","Adults (35-64)","F","Australia","Queensland","Bikes","Road Bikes","Road-750 Black, 48","2","713","1120","814","1426","2240"
"000262004","44559","29","December","2021","22","Youth (<25)","F","United States","California","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000262005","44559","29","December","2021","23","Youth (<25)","F","France","Seine (Paris)","Bikes","Road Bikes","Road-150 Red, 52","1","713","1120","407","713","1120"
"000262006","44559","29","December","2021","26","Young Adults (25-34)","F","Canada","British Columbia","Bikes","Road Bikes","Road-250 Red, 44","1","713","1120","407","713","1120"
"000262007","44559","29","December","2021","34","Young Adults (25-34)","M","United Kingdom","England","Bikes","Road Bikes","Road-550-W Yellow, 44","1","713","1120","407","713","1120"
"000262008","44559","29","December","2021","35","Adults (35-64)","F","Germany","Saarland","Bikes","Road Bikes","Road-350-W Yellow, 44","1","713","1120","407","713","1120"
"000262009","44559","29","December","2021","43","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-150 Red, 56","1","713","1120","407","713","1120"
"000262010","44559","29","December","2021","45","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-750 Black, 52","1","713","1120","407","713","1120"
"000262011","44560","30","December","2021","23","Youth (<25)","M","United Kingdom","England","Bikes","Road Bikes","Road-150 Red, 52","3","713","1120","1221","2139","3360"
"000262012","44560","30","December","2021","25","Young Adults (25-34)","F","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Black, 42","2","713","1120","814","1426","2240"
"000262013","44560","30","December","2021","24","Youth (<25)","F","France","Essonne","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000262014","44560","30","December","2021","29","Young Adults (25-34)","F","Australia","Queensland","Bikes","Road Bikes","Road-250 Black, 44","1","713","1120","407","713","1120"
"000262015","44560","30","December","2021","30","Young Adults (25-34)","M","Australia","Victoria","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000262016","44560","30","December","2021","36","Adults (35-64)","M","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 44","1","713","1120","407","713","1120"
"000262017","44560","30","December","2021","46","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 48","1","713","1120","407","713","1120"
"000262018","44561","31","December","2021","32","Young Adults (25-34)","M","France","Seine Saint Denis","Bikes","Road Bikes","Road-150 Red, 56","4","713","1120","1628","2852","4480"
"000262019","44561","31","December","2021","36","Adults (35-64)","F","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-200 Silver, 42","3","713","1120","1221","2139","3360"
"000262020","44561","31","December","2021","52","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-250 Black, 58","2","713","1120","814","1426","2240"
"000262021","44561","31","December","2021","25","Young Adults (25-34)","F","Germany","Hessen","Bikes","Road Bikes","Road-550-W Yellow, 38","1","713","1120","407","713","1120"
"000262022","44561","31","December","2021","26","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000262023","44561","31","December","2021","33","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000262024","44561","31","December","2021","44","Adults (35-64)","M","Australia","Victoria","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
