invoice_code,customer_code,product_code,client_code,invoice_date,product_price,product_cost,sold_quantity,sub_total,discount,net_sales,tax_amount,total_amount,net_profit_or_gross_amount,net_cash_flow
2026-09-17_1344,34,1084,4000,2026-08-18,77.0,45.0,6,462.0,46.2,415.8,41.58,457.38,145.8,145.8
2026-09-17_1344,34,1069,4000,2026-08-18,55.0,37.0,8,440.0,44.0,396.0,39.6,435.6,100.0,100.0
2026-09-17_1344,34,1099,4000,2026-08-18,77.0,60.0,5,385.0,38.5,346.5,34.65,381.15,46.5,46.5
2026-09-15_1345,22,1099,4000,2026-08-16,77.0,60.0,10,770.0,77.0,693.0,69.3,762.3,93.0,93.0
2026-09-15_1345,22,1080,4000,2026-08-16,85.0,74.0,8,680.0,68.0,612.0,61.2,673.2,20.0,20.0
2026-09-15_1345,22,1098,4000,2026-08-16,72.0,37.0,9,648.0,64.8,583.2,58.32,641.52,250.2,250.2
2026-09-05_1346,24,1032,4000,2026-08-06,51.0,31.0,3,153.0,15.3,137.7,13.77,151.47,44.7,44.7
2026-09-05_1346,24,1031,4000,2026-08-06,62.0,50.0,9,558.0,55.8,502.2,50.22,552.42,52.2,52.2
2026-09-05_1346,24,1063,4000,2026-08-06,63.0,30.0,8,504.0,50.4,453.6,45.36,498.96,213.6,213.6
2026-10-02_1347,44,1036,4000,2026-09-02,95.0,76.0,3,285.0,28.5,256.5,25.65,282.15,28.5,28.5
2026-10-02_1347,44,1065,4000,2026-09-02,93.0,60.0,4,372.0,37.2,334.8,33.48,368.28,94.8,94.8
2026-10-02_1347,44,1096,4000,2026-09-02,51.0,39.0,2,102.0,10.2,91.8,9.18,100.98,13.8,13.8
2026-09-18_1348,46,1006,4000,2026-08-19,71.0,46.0,6,426.0,42.6,383.4,38.34,421.74,107.4,107.4
2026-09-18_1348,46,1058,4000,2026-08-19,95.0,69.0,4,380.0,38.0,342.0,34.2,376.2,66.0,66.0
2026-09-18_1348,46,1021,4000,2026-08-19,82.0,45.0,1,82.0,8.2,73.8,7.38,81.18,28.8,28.8
2026-09-30_1349,2,1055,4000,2026-08-31,51.0,14.0,4,204.0,20.4,183.6,18.36,201.96,127.6,127.6
2026-09-30_1349,2,1068,4000,2026-08-31,86.0,72.0,4,344.0,34.4,309.6,30.96,340.56,21.6,21.6
2026-09-30_1349,2,1050,4000,2026-08-31,58.0,26.0,2,116.0,11.6,104.4,10.44,114.84,52.4,52.4
2026-09-18_1350,27,1064,4000,2026-08-19,67.0,34.0,3,201.0,20.1,180.9,18.09,198.99,78.9,78.9
2026-09-18_1350,27,1081,4000,2026-08-19,81.0,56.0,4,324.0,32.4,291.6,29.16,320.76,67.6,67.6
2026-09-18_1350,27,1025,4000,2026-08-19,67.0,43.0,2,134.0,13.4,120.6,12.06,132.66,34.6,34.6
2026-09-11_1351,38,1085,4000,2026-08-12,83.0,46.0,2,166.0,16.6,149.4,14.94,164.34,57.4,57.4
2026-09-11_1351,38,1099,4000,2026-08-12,77.0,60.0,8,616.0,61.6,554.4,55.44,609.84,74.4,74.4
2026-09-11_1351,38,1043,4000,2026-08-12,92.0,71.0,6,552.0,55.2,496.8,49.68,546.48,70.8,70.8
2026-10-03_1352,13,1054,4000,2026-09-03,56.0,29.0,7,392.0,39.2,352.8,35.28,388.08,149.8,149.8
2026-10-03_1352,13,1010,4000,2026-09-03,82.0,58.0,1,82.0,8.2,73.8,7.38,81.18,15.8,15.8
2026-10-03_1352,13,1033,4000,2026-09-03,72.0,48.0,2,144.0,14.4,129.6,12.96,142.56,33.6,33.6
2026-09-12_1353,45,1003,4000,2026-08-13,84.0,66.0,5,420.0,42.0,378.0,37.8,415.8,48.0,48.0
2026-09-12_1353,45,1021,4000,2026-08-13,82.0,45.0,9,738.0,73.8,664.2,66.42,730.62,259.2,259.2
2026-09-12_1353,45,1008,4000,2026-08-13,70.0,39.0,6,420.0,42.0,378.0,37.8,415.8,144.0,144.0
2026-09-09_1354,34,1067,4000,2026-08-10,71.0,56.0,1,71.0,7.1,63.9,6.39,70.29,7.9,7.9
2026-09-09_1354,34,1049,4000,2026-08-10,75.0,54.0,7,525.0,52.5,472.5,47.25,519.75,94.5,94.5
2026-09-09_1354,34,1039,4000,2026-08-10,89.0,52.0,2,178.0,17.8,160.2,16.02,176.22,56.2,56.2
2026-09-05_1355,35,1046,4000,2026-08-06,92.0,72.0,3,276.0,27.6,248.4,24.84,273.24,32.4,32.4
2026-09-05_1355,35,1073,4000,2026-08-06,58.0,30.0,8,464.0,46.4,417.6,41.76,459.36,177.6,177.6
2026-09-05_1355,35,1069,4000,2026-08-06,55.0,37.0,9,495.0,49.5,445.5,44.55,490.05,112.5,112.5
2026-09-27_1356,13,1003,4000,2026-08-28,84.0,66.0,5,420.0,42.0,378.0,37.8,415.8,48.0,48.0
2026-09-27_1356,13,1014,4000,2026-08-28,74.0,59.0,10,740.0,74.0,666.0,66.6,732.6,76.0,76.0
2026-09-27_1356,13,1022,4000,2026-08-28,100.0,79.0,1,100.0,10.0,90.0,9.0,99.0,11.0,11.0
2026-09-14_1357,7,1057,4000,2026-08-15,65.0,39.0,6,390.0,39.0,351.0,35.1,386.1,117.0,117.0
2026-09-14_1357,7,1033,4000,2026-08-15,72.0,48.0,10,720.0,72.0,648.0,64.8,712.8,168.0,168.0
2026-09-14_1357,7,1085,4000,2026-08-15,83.0,46.0,2,166.0,16.6,149.4,14.94,164.34,57.4,57.4
2026-09-15_1358,42,1056,4000,2026-08-16,57.0,47.0,2,114.0,11.4,102.6,10.26,112.86,8.6,8.6
2026-09-15_1358,42,1039,4000,2026-08-16,89.0,52.0,3,267.0,26.7,240.3,24.03,264.33,84.3,84.3
2026-09-15_1358,42,1072,4000,2026-08-16,77.0,45.0,6,462.0,46.2,415.8,41.58,457.38,145.8,145.8
2026-10-03_1359,41,1055,4000,2026-09-03,51.0,14.0,9,459.0,45.9,413.1,41.31,454.41,287.1,287.1
2026-10-03_1359,41,1032,4000,2026-09-03,51.0,31.0,5,255.0,25.5,229.5,22.95,252.45,74.5,74.5
2026-10-03_1359,41,1078,4000,2026-09-03,97.0,77.0,4,388.0,38.8,349.2,34.92,384.12,41.2,41.2
2026-10-02_1360,43,1038,4000,2026-09-02,77.0,55.0,8,616.0,61.6,554.4,55.44,609.84,114.4,114.4
2026-10-02_1360,43,1023,4000,2026-09-02,62.0,44.0,10,620.0,62.0,558.0,55.8,613.8,118.0,118.0
2026-10-02_1360,43,1047,4000,2026-09-02,85.0,74.0,1,85.0,8.5,76.5,7.65,84.15,2.5,2.5
2026-09-27_1361,30,1020,4000,2026-08-28,74.0,37.0,1,74.0,7.4,66.6,6.66,73.26,29.6,29.6
2026-09-27_1361,30,1060,4000,2026-08-28,86.0,66.0,9,774.0,77.4,696.6,69.66,766.26,102.6,102.6
2026-09-27_1361,30,1010,4000,2026-08-28,82.0,58.0,4,328.0,32.8,295.2,29.52,324.72,63.2,63.2
2026-09-06_1362,12,1083,4000,2026-08-07,81.0,44.0,9,729.0,72.9,656.1,65.61,721.71,260.1,260.1
2026-09-06_1362,12,1021,4000,2026-08-07,82.0,45.0,1,82.0,8.2,73.8,7.38,81.18,28.8,28.8
2026-09-06_1362,12,1074,4000,2026-08-07,88.0,74.0,1,88.0,8.8,79.2,7.92,87.12,5.2,5.2
2026-09-30_1363,33,1048,4000,2026-08-31,55.0,37.0,6,330.0,33.0,297.0,29.7,326.7,75.0,75.0
2026-09-30_1363,33,1053,4000,2026-08-31,65.0,49.0,6,390.0,39.0,351.0,35.1,386.1,57.0,57.0
2026-09-30_1363,33,1057,4000,2026-08-31,65.0,39.0,2,130.0,13.0,117.0,11.7,128.7,39.0,39.0
2026-09-12_1364,41,1042,4000,2026-08-13,59.0,31.0,2,118.0,11.8,106.2,10.62,116.82,44.2,44.2
2026-09-12_1364,41,1013,4000,2026-08-13,79.0,40.0,3,237.0,23.7,213.3,21.33,234.63,93.3,93.3
2026-09-12_1364,41,1035,4000,2026-08-13,88.0,76.0,9,792.0,79.2,712.8,71.28,784.08,28.8,28.8
2026-10-02_1365,11,1063,4000,2026-09-02,63.0,30.0,10,630.0,63.0,567.0,56.7,623.7,267.0,267.0
2026-10-02_1365,11,1012,4000,2026-09-02,89.0,57.0,6,534.0,53.4,480.6,48.06,528.66,138.6,138.6
2026-10-02_1365,11,1043,4000,2026-09-02,92.0,71.0,2,184.0,18.4,165.6,16.56,182.16,23.6,23.6
2026-09-12_1366,31,1020,4000,2026-08-13,74.0,37.0,6,444.0,44.4,399.6,39.96,439.56,177.6,177.6
2026-09-12_1366,31,1089,4000,2026-08-13,53.0,15.0,9,477.0,47.7,429.3,42.93,472.23,294.3,294.3
2026-09-12_1366,31,1032,4000,2026-08-13,51.0,31.0,5,255.0,25.5,229.5,22.95,252.45,74.5,74.5
2026-09-29_1367,31,1047,4000,2026-08-30,85.0,74.0,10,850.0,85.0,765.0,76.5,841.5,25.0,25.0
2026-09-29_1367,31,1022,4000,2026-08-30,100.0,79.0,6,600.0,60.0,540.0,54.0,594.0,66.0,66.0
2026-09-29_1367,31,1069,4000,2026-08-30,55.0,37.0,9,495.0,49.5,445.5,44.55,490.05,112.5,112.5
2026-10-03_1368,3,1025,4000,2026-09-03,67.0,43.0,2,134.0,13.4,120.6,12.06,132.66,34.6,34.6
2026-10-03_1368,3,1065,4000,2026-09-03,93.0,60.0,9,837.0,83.7,753.3,75.33,828.63,213.3,213.3
2026-10-03_1368,3,1050,4000,2026-09-03,58.0,26.0,3,174.0,17.4,156.6,15.66,172.26,78.6,78.6
2026-09-25_1369,22,1048,4000,2026-08-26,55.0,37.0,9,495.0,49.5,445.5,44.55,490.05,112.5,112.5
2026-09-25_1369,22,1018,4000,2026-08-26,81.0,54.0,2,162.0,16.2,145.8,14.58,160.38,37.8,37.8
2026-09-25_1369,22,1061,4000,2026-08-26,67.0,30.0,9,603.0,60.3,542.7,54.27,596.97,272.7,272.7
2026-09-22_1370,34,1025,4000,2026-08-23,67.0,43.0,6,402.0,40.2,361.8,36.18,397.98,103.8,103.8
2026-09-22_1370,34,1031,4000,2026-08-23,62.0,50.0,7,434.0,43.4,390.6,39.06,429.66,40.6,40.6
2026-09-22_1370,34,1054,4000,2026-08-23,56.0,29.0,4,224.0,22.4,201.6,20.16,221.76,85.6,85.6
2026-09-19_1371,11,1045,4000,2026-08-20,84.0,54.0,7,588.0,58.8,529.2,52.92,582.12,151.2,151.2
2026-09-19_1371,11,1036,4000,2026-08-20,95.0,76.0,6,570.0,57.0,513.0,51.3,564.3,57.0,57.0
2026-09-19_1371,11,1092,4000,2026-08-20,51.0,14.0,10,510.0,51.0,459.0,45.9,504.9,319.0,319.0
2026-09-29_1372,36,1020,4000,2026-08-30,74.0,37.0,3,222.0,22.2,199.8,19.98,219.78,88.8,88.8
2026-09-29_1372,36,1081,4000,2026-08-30,81.0,56.0,7,567.0,56.7,510.3,51.03,561.33,118.3,118.3
2026-09-29_1372,36,1008,4000,2026-08-30,70.0,39.0,4,280.0,28.0,252.0,25.2,277.2,96.0,96.0
2026-09-14_1373,31,1089,4000,2026-08-15,53.0,15.0,7,371.0,37.1,333.9,33.39,367.29,228.9,228.9
2026-09-14_1373,31,1018,4000,2026-08-15,81.0,54.0,7,567.0,56.7,510.3,51.03,561.33,132.3,132.3
2026-09-14_1373,31,1054,4000,2026-08-15,56.0,29.0,8,448.0,44.8,403.2,40.32,443.52,171.2,171.2
2026-09-28_1374,35,1078,4000,2026-08-29,97.0,77.0,6,582.0,58.2,523.8,52.38,576.18,61.8,61.8
2026-09-28_1374,35,1057,4000,2026-08-29,65.0,39.0,7,455.0,45.5,409.5,40.95,450.45,136.5,136.5
2026-09-28_1374,35,1077,4000,2026-08-29,84.0,62.0,1,84.0,8.4,75.6,7.56,83.16,13.6,13.6
2026-09-18_1375,19,1032,4000,2026-08-19,51.0,31.0,1,51.0,5.1,45.9,4.59,50.49,14.9,14.9
2026-09-18_1375,19,1075,4000,2026-08-19,80.0,64.0,4,320.0,32.0,288.0,28.8,316.8,32.0,32.0
2026-09-18_1375,19,1024,4000,2026-08-19,88.0,54.0,4,352.0,35.2,316.8,31.68,348.48,100.8,100.8
2026-09-22_1376,32,1052,4000,2026-08-23,89.0,77.0,9,801.0,80.1,720.9,72.09,792.99,27.9,27.9
2026-09-22_1376,32,1006,4000,2026-08-23,71.0,46.0,6,426.0,42.6,383.4,38.34,421.74,107.4,107.4
2026-09-22_1376,32,1088,4000,2026-08-23,82.0,58.0,8,656.0,65.6,590.4,59.04,649.44,126.4,126.4
2026-09-24_1377,31,1067,4000,2026-08-25,71.0,56.0,6,426.0,42.6,383.4,38.34,421.74,47.4,47.4
2026-09-24_1377,31,1059,4000,2026-08-25,62.0,51.0,2,124.0,12.4,111.6,11.16,122.76,9.6,9.6
2026-09-24_1377,31,1060,4000,2026-08-25,86.0,66.0,7,602.0,60.2,541.8,54.18,595.98,79.8,79.8
2026-09-25_1378,30,1032,4000,2026-08-26,51.0,31.0,4,204.0,20.4,183.6,18.36,201.96,59.6,59.6
2026-09-25_1378,30,1029,4000,2026-08-26,82.0,61.0,2,164.0,16.4,147.6,14.76,162.36,25.6,25.6
2026-09-25_1378,30,1002,4000,2026-08-26,52.0,33.0,7,364.0,36.4,327.6,32.76,360.36,96.6,96.6
2026-09-12_1379,42,1062,4000,2026-08-13,60.0,47.0,4,240.0,24.0,216.0,21.6,237.6,28.0,28.0
2026-09-12_1379,42,1029,4000,2026-08-13,82.0,61.0,8,656.0,65.6,590.4,59.04,649.44,102.4,102.4
2026-09-12_1379,42,1066,4000,2026-08-13,94.0,78.0,1,94.0,9.4,84.6,8.46,93.06,6.6,6.6
2026-09-05_1380,4,1063,4000,2026-08-06,63.0,30.0,3,189.0,18.9,170.1,17.01,187.11,80.1,80.1
2026-09-05_1380,4,1085,4000,2026-08-06,83.0,46.0,4,332.0,33.2,298.8,29.88,328.68,114.8,114.8
2026-09-05_1380,4,1057,4000,2026-08-06,65.0,39.0,2,130.0,13.0,117.0,11.7,128.7,39.0,39.0
2026-09-20_1381,26,1003,4000,2026-08-21,84.0,66.0,3,252.0,25.2,226.8,22.68,249.48,28.8,28.8
2026-09-20_1381,26,1047,4000,2026-08-21,85.0,74.0,10,850.0,85.0,765.0,76.5,841.5,25.0,25.0
2026-09-20_1381,26,1035,4000,2026-08-21,88.0,76.0,8,704.0,70.4,633.6,63.36,696.96,25.6,25.6
2026-09-05_1382,13,1071,4000,2026-08-06,77.0,39.0,3,231.0,23.1,207.9,20.79,228.69,90.9,90.9
2026-09-05_1382,13,1014,4000,2026-08-06,74.0,59.0,5,370.0,37.0,333.0,33.3,366.3,38.0,38.0
2026-09-05_1382,13,1002,4000,2026-08-06,52.0,33.0,1,52.0,5.2,46.8,4.68,51.48,13.8,13.8
2026-09-12_1383,1,1093,4000,2026-08-13,55.0,22.0,4,220.0,22.0,198.0,19.8,217.8,110.0,110.0
2026-09-12_1383,1,1072,4000,2026-08-13,77.0,45.0,9,693.0,69.3,623.7,62.37,686.07,218.7,218.7
2026-09-12_1383,1,1081,4000,2026-08-13,81.0,56.0,2,162.0,16.2,145.8,14.58,160.38,33.8,33.8
2026-09-11_1384,15,1052,4000,2026-08-12,89.0,77.0,5,445.0,44.5,400.5,40.05,440.55,15.5,15.5
2026-09-11_1384,15,1037,4000,2026-08-12,90.0,55.0,8,720.0,72.0,648.0,64.8,712.8,208.0,208.0
2026-09-11_1384,15,1099,4000,2026-08-12,77.0,60.0,4,308.0,30.8,277.2,27.72,304.92,37.2,37.2
2026-09-15_1385,39,1083,4000,2026-08-16,81.0,44.0,2,162.0,16.2,145.8,14.58,160.38,57.8,57.8
2026-09-15_1385,39,1096,4000,2026-08-16,51.0,39.0,8,408.0,40.8,367.2,36.72,403.92,55.2,55.2
2026-09-15_1385,39,1058,4000,2026-08-16,95.0,69.0,2,190.0,19.0,171.0,17.1,188.1,33.0,33.0
2026-09-07_1386,32,1013,4000,2026-08-08,79.0,40.0,5,395.0,39.5,355.5,35.55,391.05,155.5,155.5
2026-09-07_1386,32,1092,4000,2026-08-08,51.0,14.0,7,357.0,35.7,321.3,32.13,353.43,223.3,223.3
2026-09-07_1386,32,1024,4000,2026-08-08,88.0,54.0,4,352.0,35.2,316.8,31.68,348.48,100.8,100.8
2026-09-14_1387,9,1032,4000,2026-08-15,51.0,31.0,1,51.0,5.1,45.9,4.59,50.49,14.9,14.9
2026-09-14_1387,9,1056,4000,2026-08-15,57.0,47.0,5,285.0,28.5,256.5,25.65,282.15,21.5,21.5
2026-09-14_1387,9,1071,4000,2026-08-15,77.0,39.0,9,693.0,69.3,623.7,62.37,686.07,272.7,272.7
2026-09-18_1388,44,1089,4000,2026-08-19,53.0,15.0,8,424.0,42.4,381.6,38.16,419.76,261.6,261.6
2026-09-18_1388,44,1097,4000,2026-08-19,64.0,38.0,1,64.0,6.4,57.6,5.76,63.36,19.6,19.6
2026-09-18_1388,44,1084,4000,2026-08-19,77.0,45.0,4,308.0,30.8,277.2,27.72,304.92,97.2,97.2
2026-09-28_1389,23,1086,4000,2026-08-29,68.0,50.0,1,68.0,6.8,61.2,6.12,67.32,11.2,11.2
2026-09-28_1389,23,1038,4000,2026-08-29,77.0,55.0,2,154.0,15.4,138.6,13.86,152.46,28.6,28.6
2026-09-28_1389,23,1006,4000,2026-08-29,71.0,46.0,5,355.0,35.5,319.5,31.95,351.45,89.5,89.5
2026-09-25_1390,25,1023,4000,2026-08-26,62.0,44.0,3,186.0,18.6,167.4,16.74,184.14,35.4,35.4
2026-09-25_1390,25,1061,4000,2026-08-26,67.0,30.0,8,536.0,53.6,482.4,48.24,530.64,242.4,242.4
2026-09-25_1390,25,1090,4000,2026-08-26,61.0,45.0,3,183.0,18.3,164.7,16.47,181.17,29.7,29.7
2026-09-24_1391,39,1070,4000,2026-08-25,68.0,57.0,10,680.0,68.0,612.0,61.2,673.2,42.0,42.0
2026-09-24_1391,39,1067,4000,2026-08-25,71.0,56.0,5,355.0,35.5,319.5,31.95,351.45,39.5,39.5
2026-09-24_1391,39,1078,4000,2026-08-25,97.0,77.0,10,970.0,97.0,873.0,87.3,960.3,103.0,103.0
2026-10-01_1392,45,1050,4000,2026-09-01,58.0,26.0,7,406.0,40.6,365.4,36.54,401.94,183.4,183.4
2026-10-01_1392,45,1012,4000,2026-09-01,89.0,57.0,4,356.0,35.6,320.4,32.04,352.44,92.4,92.4
2026-10-01_1392,45,1015,4000,2026-09-01,56.0,28.0,5,280.0,28.0,252.0,25.2,277.2,112.0,112.0
2026-09-05_1393,47,1017,4000,2026-08-06,100.0,75.0,5,500.0,50.0,450.0,45.0,495.0,75.0,75.0
2026-09-05_1393,47,1039,4000,2026-08-06,89.0,52.0,1,89.0,8.9,80.1,8.01,88.11,28.1,28.1
2026-09-05_1393,47,1041,4000,2026-08-06,82.0,49.0,3,246.0,24.6,221.4,22.14,243.54,74.4,74.4
2026-09-25_1394,28,1075,4000,2026-08-26,80.0,64.0,9,720.0,72.0,648.0,64.8,712.8,72.0,72.0
2026-09-25_1394,28,1087,4000,2026-08-26,72.0,58.0,6,432.0,43.2,388.8,38.88,427.68,40.8,40.8
2026-09-25_1394,28,1077,4000,2026-08-26,84.0,62.0,6,504.0,50.4,453.6,45.36,498.96,81.6,81.6
2026-10-03_1395,11,1065,4000,2026-09-03,93.0,60.0,6,558.0,55.8,502.2,50.22,552.42,142.2,142.2
2026-10-03_1395,11,1006,4000,2026-09-03,71.0,46.0,10,710.0,71.0,639.0,63.9,702.9,179.0,179.0
2026-10-03_1395,11,1065,4000,2026-09-03,93.0,60.0,9,837.0,83.7,753.3,75.33,828.63,213.3,213.3
2026-09-08_1396,39,1036,4000,2026-08-09,95.0,76.0,5,475.0,47.5,427.5,42.75,470.25,47.5,47.5
2026-09-08_1396,39,1046,4000,2026-08-09,92.0,72.0,7,644.0,64.4,579.6,57.96,637.56,75.6,75.6
2026-09-08_1396,39,1045,4000,2026-08-09,84.0,54.0,1,84.0,8.4,75.6,7.56,83.16,21.6,21.6
2026-09-26_1397,15,1089,4000,2026-08-27,53.0,15.0,10,530.0,53.0,477.0,47.7,524.7,327.0,327.0
2026-09-26_1397,15,1018,4000,2026-08-27,81.0,54.0,9,729.0,72.9,656.1,65.61,721.71,170.1,170.1
2026-09-26_1397,15,1097,4000,2026-08-27,64.0,38.0,7,448.0,44.8,403.2,40.32,443.52,137.2,137.2
2026-09-11_1398,19,1098,4000,2026-08-12,72.0,37.0,3,216.0,21.6,194.4,19.44,213.84,83.4,83.4
2026-09-11_1398,19,1019,4000,2026-08-12,100.0,72.0,4,400.0,40.0,360.0,36.0,396.0,72.0,72.0
2026-09-11_1398,19,1085,4000,2026-08-12,83.0,46.0,10,830.0,83.0,747.0,74.7,821.7,287.0,287.0
2026-09-25_1399,50,1046,4000,2026-08-26,92.0,72.0,8,736.0,73.6,662.4,66.24,728.64,86.4,86.4
2026-09-25_1399,50,1068,4000,2026-08-26,86.0,72.0,10,860.0,86.0,774.0,77.4,851.4,54.0,54.0
2026-09-25_1399,50,1010,4000,2026-08-26,82.0,58.0,6,492.0,49.2,442.8,44.28,487.08,94.8,94.8
2026-09-12_1400,1,1033,4000,2026-08-13,72.0,48.0,8,576.0,57.6,518.4,51.84,570.24,134.4,134.4
2026-09-12_1400,1,1024,4000,2026-08-13,88.0,54.0,2,176.0,17.6,158.4,15.84,174.24,50.4,50.4
2026-09-12_1400,1,1060,4000,2026-08-13,86.0,66.0,10,860.0,86.0,774.0,77.4,851.4,114.0,114.0
